#OTU ID	CZ.MB64.S64.L001.R1	CZ.MB6.S6.L001.R1	CZ.MB71.S71.L001.R1	CZ.MB132.S132.L001.R1	CZ.MB115.S115.L001.R1	CZ.MB22.S22.L001.R1	CZ.MB41.S41.L001.R1	CZ.MB43.S43.L001.R1	CZ.MB120.S120.L001.R1	CZ.MB96.S96.L001.R1	CZ.MB128.S128.L001.R1	CZ.MB54.S54.L001.R1	CZ.MB107.S107.L001.R1	CZ.MB57.S57.L001.R1	CZ.MB29.S29.L001.R1	CZ.MB93.S93.L001.R1	CZ.MB4.S4.L001.R1	CZ.MB34.S34.L001.R1	CZ.MB116.S116.L001.R1	CZ.MB124.S124.L001.R1	CZ.MB26.S26.L001.R1	CZ.MB123.S123.L001.R1	CZ.MB136.S136.L001.R1	CZ.MB39.S39.L001.R1	CZ.MB55.S55.L001.R1	CZ.MB45.S45.L001.R1	CZ.MB89.S89.L001.R1	CZ.MB135.S135.L001.R1	CZ.MB72.S72.L001.R1	CZ.MB80.S80.L001.R1	CZ.MB127.S127.L001.R1	CZ.MB68.S68.L001.R1	CZ.MB84.S84.L001.R1	CZ.MB70.S70.L001.R1	CZ.MB90.S90.L001.R1	CZ.MB103.S103.L001.R1	CZ.MB105.S105.L001.R1	CZ.MB108.S108.L001.R1	CZ.MB94.S94.L001.R1	CZ.MB106.S106.L001.R1	CZ.MB112.S112.L001.R1	CZ.MB73.S73.L001.R1	CZ.MB51.S51.L001.R1	CZ.MB98.S98.L001.R1	CZ.MB77.S77.L001.R1	CZ.MB53.S53.L001.R1	CZ.MB91.S91.L001.R1	CZ.MB24.S24.L001.R1	CZ.MB56.S56.L001.R1	CZ.MB87.S87.L001.R1	CZ.MB20.S20.L001.R1	CZ.MB61.S61.L001.R1	CZ.MB113.S113.L001.R1	CZ.MB104.S104.L001.R1	CZ.MB110.S110.L001.R1	CZ.MB109.S109.L001.R1	CZ.MB5.S5.L001.R1	CZ.MB85.S85.L001.R1	CZ.MB1.S1.L001.R1	CZ.MB97.S97.L001.R1	CZ.MB44.S44.L001.R1	CZ.MB100.S100.L001.R1	CZ.MB119.S119.L001.R1	CZ.MB82.S82.L001.R1	CZ.MB17.S17.L001.R1	CZ.MB122.S122.L001.R1	CZ.MB28.S28.L001.R1	CZ.MB88.S88.L001.R1	CZ.MB19.S19.L001.R1	CZ.MB81.S81.L001.R1	CZ.MB83.S83.L001.R1	CZ.MB25.S25.L001.R1	CZ.MB133.S133.L001.R1	CZ.MB121.S121.L001.R1	CZ.MB99.S99.L001.R1	CZ.MB42.S42.L001.R1	CZ.MB69.S69.L001.R1	CZ.MB86.S86.L001.R1	CZ.MB31.S31.L001.R1	CZ.MB30.S30.L001.R1	CZ.MB47.S47.L001.R1	CZ.MB7.S7.L001.R1	CZ.MB134.S134.L001.R1	CZ.MB8.S8.L001.R1	CZ.MB27.S27.L001.R1	CZ.MB32.S32.L001.R1	CZ.MB2.S2.L001.R1	CZ.MB67.S67.L001.R1	CZ.MB52.S52.L001.R1	CZ.MB9.S9.L001.R1	CZ.MB102.S102.L001.R1	CZ.MB60.S60.L001.R1	CZ.MB16.S16.L001.R1	CZ.MB63.S63.L001.R1	CZ.MB92.S92.L001.R1	CZ.MB50.S50.L001.R1	CZ.MB79.S79.L001.R1	CZ.MB48.S48.L001.R1	CZ.MB21.S21.L001.R1	CZ.MB62.S62.L001.R1	CZ.MB36.S36.L001.R1	CZ.MB111.S111.L001.R1	CZ.MB58.S58.L001.R1	CZ.MB114.S114.L001.R1	CZ.MB3.S3.L001.R1	CZ.MB118.S118.L001.R1	CZ.MB126.S126.L001.R1	CZ.MB65.S65.L001.R1	CZ.MB117.S117.L001.R1	CZ.MB38.S38.L001.R1	CZ.MB78.S78.L001.R1	CZ.MB12.S12.L001.R1	CZ.MB37.S37.L001.R1	CZ.MB10.S10.L001.R1	CZ.MB33.S33.L001.R1	CZ.MB13.S13.L001.R1	CZ.MB95.S95.L001.R1	CZ.MB11.S11.L001.R1	CZ.MB40.S40.L001.R1	CZ.MB59.S59.L001.R1	CZ.MB66.S66.L001.R1	CZ.MB35.S35.L001.R1	CZ.MB14.S14.L001.R1	CZ.MB18.S18.L001.R1	CZ.MB130.S130.L001.R1	CZ.MB129.S129.L001.R1	CZ.MB76.S76.L001.R1	CZ.MB125.S125.L001.R1	CZ.MB101.S101.L001.R1	CZ.MB23.S23.L001.R1	CZ.MB75.S75.L001.R1	CZ.MB49.S49.L001.R1	CZ.MB131.S131.L001.R1	CZ.MB46.S46.L001.R1
NR_133783.1 Methylomonas lenta strain R-45377 16S ribosomal RNA, partial sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_133977.1 Bacillus oryzaecorticis strain R1 16S ribosomal RNA, partial sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_133981.1 Bifidobacterium aesculapii strain MRM 3/1 16S ribosomal RNA, partial sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	2	0	0	2	0	0	0
NR_134066.1 Lactobacillus gorillae strain KZ01 16S ribosomal RNA, partial sequence	0	0	0	34	0	0	0	0	0	1	0	16	1	0	0	1	0	0	0	0	549	0	2	1	0	0	0	0	0	508	1	0	7	0	0	3291	0	1	0	34	1	0	1487	0	0	0	0	0	0	0	0	1	0	602	0	0	0	0	918	1	0	0	1	96	2	0	862	0	1	255	0	0	0	0	0	0	0	0	0	13	0	0	0	0	323	0	168	2	313	6	1216	1	0	3	0	100	0	0	0	0	0	0	0	1	1629	0	0	0	0	0	1	1	0	0	2	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	1	0	0
NR_134004.1 Clostridium algifaecis strain MB9-7 16S ribosomal RNA, partial sequence	0	1	0	17	2	2	0	0	0	1	0	28	6	1	3	2	38	0	0	0	3	0	0	4	19	0	0	0	0	1	0	0	16	2	0	22	24	6	0	12	0	0	2	0	0	15	4	0	7	0	0	6	0	13	0	5	6	9	0	0	0	0	0	0	0	0	2	0	0	2	17	0	0	0	2	0	0	2	3	1	0	1	0	0	8	0	0	0	2	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	4	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
NR_134005.1 Clostridium bornimense strain M2/40 16S ribosomal RNA, partial sequence	0	0	0	7	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	29	0	0	0	1	1	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_134026.1 Ercella succinigenes strain ZWB 16S ribosomal RNA, partial sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_134091.1 Mobilitalea sibirica strain P3M-3 16S ribosomal RNA, partial sequence	0	0	0	0	0	0	35	20	4	2	0	0	0	0	0	5	0	0	1	0	0	0	0	0	0	0	38	0	0	9	0	6	0	2	7	0	0	0	2	0	0	0	0	0	0	0	1155	0	0	1	1	1	0	3	1	3	1	0	2	1	0	0	2	8	2	0	4	91	0	0	0	0	0	2	0	4	2	0	0	0	0	0	6	0	0	0	0	0	1	0	0	2	2	0	0	0	0	0	0	0	0	5	0	0	0	1	0	0	0	3	0	8	0	1	0	17	1	36	0	0	5	6	0	0	0	0	0	0	0	0	0	0	0	0
NR_134073.1 Lysinibacillus halotolerans strain LAM612 16S ribosomal RNA, partial sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
NR_134088.1 Micrococcus aloeverae strain AE-6 16S ribosomal RNA, partial sequence	0	0	0	0	0	0	0	1	1	3	0	2	0	0	0	2	0	0	0	0	0	3	0	0	2	0	1	1	0	0	1	1	2	2	0	0	0	1	0	0	0	0	3	0	2	0	1	0	2	0	0	2	1	1	2	2	0	2	1	1	0	2	0	1	0	1	2	1	1	0	3	0	0	0	0	0	1	1	0	0	2	0	0	0	0	2	1	0	0	0	1	1	0	3	1	1	3	1	1	2	0	1	2	0	0	1	0	0	0	0	0	0	0	2	1	0	1	0	0	0	0	0	0	1	0	1	0	0	1	2	2	0	0	1
NR_134138.1 Propionispira arcuata strain WK011 16S ribosomal RNA, partial sequence	64	0	129	9	5	27	23	1	13	22	574	0	0	1	0	47	0	1	25	860	17	208	3689	2	9	150	124	80	340	3	104	40	2	6	16	3	0	2	38	0	1	290	1	227	6	0	37	1004	2	1	304	0	4	2	0	1	0	8	2	1	489	1023	65	9	20	3	3	6	1	9	0	0	86	0	106	120	3	39	10	0	26	108	7	4	6	5	5	92	1	16	0	0	65	1	15	0	0	33	36	0	1	23	3	0	1	12	118	40	18	1	10	8	0	11	0	5	31	8	4	4	33	2	2	1	30	321	981	39	1	297	385	0	0	59
NR_134133.1 Planomicrobium soli strain XN13 16S ribosomal RNA, partial sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_134143.1 Pseudoscardovia radai strain DPVI-TET3 16S ribosomal RNA, partial sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_134182.1 Sphingomonas kyeonggiensis strain THG-DT81 16S ribosomal RNA, partial sequence	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_134226.1 Veillonella ratti strain ADV 4313.2 16S ribosomal RNA, partial sequence	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	18	1	0	59	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	14	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	3	0	0	0	0	0	0	0	0	0	28	24	0	0	0	0	5	0	0	8
NR_144696.1 Clostridium saudiense strain JCC 16S ribosomal RNA, partial sequence	0	256	3	3744	52	1	3	2	1	5	1	2092	1063	3	328	163	470	1	1	2	5	0	1	5	15050	0	9	3	3	2	0	2	3010	1	3	24	1469	15785	0	2794	2	1	2	0	2	641	17	1	12314	0	2	77	28	125	2	8	1002	2035	0	1	1	1	3	0	1	2	93	1	2	2	694	2	1602	3	2	2	0	2991	3164	395	0	813	2	0	75	7787	5	2	4	1	3	1	5	1	0	1	20	3	0	0	0	2	1	3	126	0	1	1	0	6	1	4	2	0	0	0	2	0	0	0	1	0	1	2	0	1	2	1	5	0	1	10	10	2
NR_144616.1 Muribaculum intestinale strain YL27 16S ribosomal RNA, partial sequence	16	0	0	0	0	0	1	980	0	1	0	0	0	1	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	22	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	1	0	0	0	0	42	0	0	72	0	14	69	0	0	8	0	0	0	0	45	0	464	123	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	141	0	0	0	0	0	0	0	0	1	0	0	0	171	0	345	123	1	0	0	0	0	0	0	12	0	88	0	72	0	0	1	0	0	0	0	0	0	0	0	1	0
NR_136472.1 Escherichia marmotae strain HT073016 16S ribosomal RNA, partial sequence	0	0	228	19	2	50	29	2	22	2	213	3	40	0	0	0	0	0	0	0	0	34	55	0	415	0	10	22	1	1	0	8	66	1	18	20	8	7	0	84	3	2	7	170	60	1	6	0	12835	1	2	3	0	0	1	1	478	18	1	0	102	103	8	2	6	0	0	0	0	1	1	29	13	0	1	0	0	332	160	5	9	434	0	0	29	157	4	15	0	1	1	11	1	1	0	0	2	0	43	0	0	1	1	0	0	2	0	5	3	0	243	0	0	0	0	0	0	0	2	0	0	3	0	0	2	31	1309	27	1	0	91	0	1	18
NR_134772.1 Murimonas intestini strain SRB-530-5-H 16S ribosomal RNA, partial sequence	27	44	15	196	263	0	40	108	27	319	0	44	95	1021	30	297	65	341	57	0	258	76	6	262	34	3	107	1	0	2224	6	84	448	253	105	54	210	41	19	168	177	3	36	4	3	87	90	0	20	406	27	231	133	48	249	628	3	170	254	99	2	1	17	94	26	54	10	336	133	7	75	0	1	545	5	179	137	22	24	197	3	26	204	85	31	28	43	24	41	273	211	187	25	386	93	218	12	0	0	296	61	73	240	163	32	11	1	40	14	384	3	43	58	4	1036	28	28	55	22	180	19	53	44	625	1	6	14	4	2	1	0	0	2	0
NR_134707.1 Catenisphaera adipataccumulans strain GK12 16S ribosomal RNA, partial sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_134714.1 Clostridium oryzae strain KC3 16S ribosomal RNA, partial sequence	0	0	0	0	1	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	2	8	0	0	0	0	2	0	1	0	0	1	0	2	2	0	0	0	0	0	0	0	2	0	0	1	0	0	1	0	0	0	1	1	3	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	3	0	2	0	0	1	2	0	9	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	1	0
NR_134723.1 Ezakiella peruensis strain M6.X2 16S ribosomal RNA, partial sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
NR_134800.1 Romboutsia sedimentorum strain LAM201 16S ribosomal RNA, partial sequence	0	7	0	215	0	0	1	0	0	0	0	74	39	0	8	23	17	0	0	0	0	0	0	0	784	0	0	0	0	0	1	0	126	0	0	1	61	1296	0	165	0	0	0	0	0	41	1	0	505	0	0	0	3	0	0	0	32	88	0	0	0	0	0	1	1	0	0	0	0	0	54	8	61	0	0	0	1	99	241	1	0	57	0	0	0	230	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	1	2	4	0
NR_134781.1 Olsenella scatoligenes strain SK9K4 16S ribosomal RNA, partial sequence	0	0	0	1	1	1	0	0	0	0	0	1	1	0	2	0	1	0	1	4	1	0	2	1	1	0	1	2	2	1	3	0	2	0	0	2	1	10	0	0	10	0	0	1	0	1	3	0	3	0	3	21	4	1	18	1	0	0	0	0	2	0	0	0	0	0	0	2	1	0	2	0	0	0	0	0	0	1	3	0	0	0	2	0	0	0	2	0	0	3	0	4	0	1	0	0	0	0	0	4	0	0	5	2	0	0	3	0	0	0	0	0	2	0	1	1	0	0	0	0	0	1	0	0	0	2	0	12	0	2	0	0	0	0
NR_134785.1 Parabacteroides faecis strain 157 16S ribosomal RNA, partial sequence	0	0	10	0	0	0	4	16	0	22	1	0	0	0	0	2	0	0	0	1	1	4	4	3	0	0	0	6	0	0	0	0	0	107	0	0	0	0	0	0	0	0	0	0	22	0	3	9	0	0	3	13	0	0	0	0	0	0	0	19	3	0	0	0	1	7	0	2	6	0	0	0	0	13	0	25	80	0	0	0	10	0	3	0	0	0	0	1	0	0	0	4	11	2	0	0	0	4	4	17	1	0	0	0	0	5	2	2	2	1	314	0	2	0	0	0	4	0	7	0	2	0	0	8	58	0	50	0	1	0	0	0	0	2
NR_135720.1 Enterococcus diestrammenae strain ORL-24 16S ribosomal RNA, partial sequence	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	3	0	10	26	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	15	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	10	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	20	1	0	0	0	0	0	0
NR_134807.1 Siccibacter colletis strain 1383 16S ribosomal RNA, partial sequence	0	0	1	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	1	0	0	0	0	0	0
NR_136452.1 Clostridium kogasensis strain YHK0403 16S ribosomal RNA, partial sequence	0	3	0	0	0	0	0	0	0	3	0	4	6	0	2	0	4	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	2	0	0	7	3	0	0	0	0	0	1	0	0	2	0	0	1	1	0	0	0	2	0	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
NR_135862.1 Bifidobacterium lemurum 16S ribosomal RNA, partial sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
NR_135886.1 Desulfoplanes formicivorans 16S ribosomal RNA, partial sequence	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_135897.1 Lactobacillus mixtipabuli 16S ribosomal RNA, partial sequence	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	14	0	0	0	0	1	0	0	0	0	0	0	0	11	0	6	3	0	0	0	0	0	0	0	4	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_136443.1 Porphyromonas pogonae strain MI 10-1288 16S ribosomal RNA, partial sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_135902.1 Glaciimonas alpina 16S ribosomal RNA, partial sequence	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_136466.1 Lactococcus laudensis strain DSM 28961 16S ribosomal RNA, partial sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0
NR_137408.1 Terrisporobacter petrolearius strain LAM0A37 16S ribosomal RNA, partial sequence	0	236	1	4468	2	1	0	0	0	1	0	910	537	6	740	6	964	0	0	0	0	1	0	0	2122	1	0	0	0	0	0	0	2445	0	0	0	2902	1488	0	3061	0	0	1	0	0	1141	5	0	1503	17	3	4	0	1	2	30	1238	816	0	0	1	0	0	22	0	0	0	2	0	0	822	0	109	0	0	0	0	657	722	617	0	202	0	20	0	717	0	0	1	25	0	1	2	2	2	0	7	0	0	2	0	0	0	1	0	0	1	0	0	0	0	0	0	0	19	0	1	0	1	1	0	1	0	0	0	0	0	1	0	0	2	0	0	0
NR_137405.1 Anaerobium acetethylicum strain GluBS11 16S ribosomal RNA, partial sequence	6	7	1	64	52	2	33	255	1	1776	1	40	20	1	11	210	12	11	12	5	17	7	5	25	90	5	56	13	1	212	2	66	76	292	44	17	11	29	4	53	26	6	38	3	3	21	267	0	62	4	6	50	43	12	4	4	1	203	18	228	2	4	13	15	22	215	27	21	870	9	21	1	17	301	4	904	173	13	117	50	5	178	7	1	63	63	19	19	20	17	11	12	27	175	49	11	6	7	2	72	14	86	14	59	37	20	1	14	24	15	6	35	23	22	7	23	42	45	10	20	48	27	14	7053	2	0	51	1	2	0	0	0	3	0
NR_136763.1 Herbinix hemicellulosilytica strain T3/55 16S ribosomal RNA, partial sequence	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	5	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	1	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
